countyCode,countyName,cityCode,airport_code,cityName,HotelCode,HotelName,HotelRating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
AT,Austria,137792,SVE,St. Veit,1520277,Ferienwohnung Bognerhof,2,Pichl-Dorf 15a 5621 Sankt Veit im Pongau ,,,,,47.33211|13.14432,43641520605,5621,https://www.booking.com/hotel/at/ferienwohnung-bognerhof.html
AT,Austria,137792,SVE,St. Veit,5658922,Birnbacher appartement,5,Buchacker 16  ,,,,,47.334316|13.143164,,5621,
AT,Austria,139015,TAM,Tamsweg,6176128,Unique Holiday Home in Mauterndorf With Sauna,3,markt 429  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Mauterndorf Castle - 1.2 km / 0.7 mi <br /> Grosseck Cable Car - 2.6 km / 1.6 mi <br /> Gro�eckbahn - 2.6 km / 1.6 mi <br /> Speiereck Gipfel Ski Lift - 4.7 km / 2.9 mi <br /> Speiereck Gipfelbahn - 4.7 km / 2.9 mi <br /> Moosham Castle - 4.9 km / 3 mi <br /> Fanningberg - 5.7 km / 3.6 mi <br /> Samsonbahn - 5.9 km / 3.7 mi <br /> Samson-Jet Ski Lift - 5.9 km / 3.7 mi <br /> Mariapfarr Silent-Night Museum - 6.6 km / 4.1 mi <br /> Vital and Wellness Center Samsunn - 6.7 km / 4.2 mi <br /> Grosseck II Ski Lift - 6.8 km / 4.2 mi <br /> Golf Club Lungau - 7.8 km / 4.8 mi <br /> DSB Aineckbahn - 9 km / 5.6 mi <br /> Speiereck Ski Lift - 9.4 km / 5.8 mi <br /> </p>,"<p>HeadLine : Near Mauterndorf Castle</p><p>Location : With a stay at this cabin in Mauterndorf, you ll be within a 5-minute drive of Mauterndorf Castle and Grosseck Cable Car.  This cabin is 2.1 mi (3.3 km) from Gro�eckbahn and 3.2 mi (5.2 km) from Moosham Castle.</p><p>Rooms : Make yourself comfortable in this individually furnished cabin, featuring a kitchen with a refrigerator and a stovetop.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards; cash is not accepted</li><li>This property reserves the right to pre-authorize the guest s credit card prior to arrival.</li><li>Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</li>  </ul></p><p>Special Instructions : There is no front desk at this property. Guests will receive an email with special check-in instructions. A virtual front desk provides assistance to guests.  Guests will receive an email after booking with instructions for check-in and payment of the damage deposit, payable 7 days prior to arrival. This property charges EUR 3.5 per set of wood.</p>",,Free self parking Garden Smoke-free property Sauna Free WiFi,47.130817|13.686707,4.10443E+11,5570,
AT,Austria,139918,TAN,Tannheim,1184085,Ferienhaus Clarissa,4,Berg 14 6675 Tannheim ,,"Located an 8-minute walk from the centre of Tannheim, this traditional Austrian-style guest house features an elegant wooden interior and a large, rustic-style breakfast room and lounge. The non-smoking property is surrounded by the scenic F�ssener J�chle Ski Area.

Country-style rooms and modern apartments at the Ferienhaus Clarissa include a satellite TV, a dining area, and beautiful views of the Austrian Alps.

A traditional sauna, a sun bed, and a modern gym are available for a surcharge.

Guests can hire rental bicycles for exploring the natural surroundings of the Tannheim countryside. Tannheim city centre is an 8-minute walk away. The nearest ski lift is just 2 km from the Ferienhaus.",43567569354,Free self parking Sauna Fitness facilities Garden Terrace Non-smoking rooms Fishing Skiing Family rooms Internet access Solarium Safe-deposit box at front desk Bicycle rental (additional charge) Hiking Cycling Heating Free WiFi Ski storage Free WiFi Terrace Parking onsite Private parking,47.50468|10.51558,(43) 56756935,6675,https://www.booking.com/hotel/at/ferienhaus-clarissa.html
AT,Austria,140523,UDE,Uderns,6112603,Cozy Holiday Home in Uderns Near Skiing Area,3,"Dorfstrasse 9,1,PRIVATE_VACATION_HOME 1  ",Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Zillertal - 0.1 km / 0.1 mi <br /> Golfplatz Zillertal - Uderns - 1.3 km / 0.8 mi <br /> Erlebnistherme Zillertal - 1.5 km / 0.9 mi <br /> Spieljoch Cable Car - 2.5 km / 1.6 mi <br /> Hochzillertal Cable Car - 4.8 km / 3 mi <br /> Hochzillertal Ski Resort - 7.4 km / 4.6 mi <br /> Stephan Eberharter Goldpiste - 7.7 km / 4.8 mi <br /> Stephan Eberharter Goldpiste - 8.8 km / 5.5 mi <br /> Rosenalm Cable Car - 11.8 km / 7.3 mi <br /> Matzen Park - 13.4 km / 8.3 mi <br /> Reith im Alpbachtal Municipal Office - 14.4 km / 9 mi <br /> Reither Lake - 14.5 km / 9 mi <br /> Church of Heiliger Petrus - 14.9 km / 9.2 mi <br /> Achensee - 17.1 km / 10.6 mi <br /> Zillertaler High Road - 17.1 km / 10.6 mi <br /> </p><p>The nearest major airport is Kranebitten Airport (INN) - 53 km / 32.9 mi</p>,"<p>HeadLine : Near Erlebnistherme Zillertal</p><p>Location : With a stay at this vacation home in Uderns, you ll be steps from Zillertal and a 2-minute drive from Erlebnistherme Zillertal.  This family-friendly vacation home is 10.6 mi (17.1 km) from Achensee and 4.6 mi (7.4 km) from Hochzillertal Ski Resort.</p><p>Rooms : Make yourself comfortable in your individually furnished vacation home, featuring a refrigerator and a microwave. The bathroom has a shower.Conveniences include an electric kettle and a sofa bed.</p><p>CheckIn Instructions : <ul>  <li>This property is managed by a professional host</li><li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards; cash is not accepted</li><li>Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</li>  </ul></p><p>Special Instructions : Breakfast service is available and must be requested at check-in (surcharge).</p>",,Barbecue grill(s) Free self parking Free WiFi Arcade/game room Smoke-free property Garden,47.328215|11.863562,4.10443E+11,6271,
AT,Austria,140523,UDE,Uderns,6172855,Stylish Apartment in Uderns With Balcony,4,"Dorfstrasse 70,3,APARTMENT 3  ",Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Zillertal - 0.1 km / 0.1 mi <br /> Golfplatz Zillertal - Uderns - 0.7 km / 0.4 mi <br /> Erlebnistherme Zillertal - 2.1 km / 1.3 mi <br /> Spieljoch Cable Car - 3.2 km / 2 mi <br /> Hochzillertal III Ski Lift - 4 km / 2.5 mi <br /> Hochzillertal Cable Car - 4.2 km / 2.6 mi <br /> Hochzillertal Ski Resort - 6.8 km / 4.2 mi <br /> Hochzillertal II Ski Lift - 7 km / 4.4 mi <br /> Karspitz 1 Ski Lift - 10.8 km / 6.7 mi <br /> Rosenalm Cable Car - 11.2 km / 7 mi <br /> Moesl Ski Lift - 12.1 km / 7.5 mi <br /> Parish Church of St. Veit - 12.3 km / 7.6 mi <br /> Zillertal Bier - 12.5 km / 7.8 mi <br /> BrauKunstHaus - 12.5 km / 7.8 mi <br /> Freizeitpark Zell - 12.8 km / 8 mi <br /> </p><p>The nearest major airport is Kranebitten Airport (INN) - 53.6 km / 33.3 mi</p>,"<p>HeadLine : Near Golfplatz Zillertal - Uderns</p><p>Location : With a stay at this apartment in Uderns, you ll be a 1-minute walk from Zillertal and 8 minutes by foot from Golfplatz Zillertal - Uderns.  This 4-star apartment is 11.2 mi (18 km) from Achensee and 1.6 mi (2.5 km) from Erlebnistherme Zillertal.</p><p>Rooms : Make yourself comfortable in this apartment, featuring a kitchen with a refrigerator and a stovetop. There s a private balcony.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards; cash is not accepted</li>  </ul></p><p>Special Instructions : There is no front desk at this property. Guests will receive an email with special check-in instructions. A virtual front desk provides assistance to guests.</p>",,Free self parking Smoke-free property Free WiFi,47.322711|11.863836,4.10443E+11,6271,
AT,Austria,140888,VIE,Vienna,1051468,Boutiquehotel Stadthalle,3,Hackengasse 20 1150 Wien ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Wiener Stadthalle - 0.2 km / 0.1 mi <br /> Lugner City - 0.5 km / 0.3 mi <br /> Museum of Contraception and Abortion - 0.9 km / 0.5 mi <br /> Mariahilfer Street - 0.9 km / 0.6 mi <br /> Raimund Theater - 1.2 km / 0.7 mi <br /> Brunnenmarkt - 1.2 km / 0.8 mi <br /> Haus des Meeres - 1.8 km / 1.1 mi <br /> Vienna Technical Museum - 2 km / 1.3 mi <br /> Ottakringer Brewery - 2 km / 1.3 mi <br /> MuseumsQuartier - 2.3 km / 1.4 mi <br /> Leopold Museum - 2.3 km / 1.4 mi <br /> Naschmarkt - 2.4 km / 1.5 mi <br /> Zoom Children s Museum - 2.4 km / 1.5 mi <br /> Maria Theresa Square - 2.5 km / 1.5 mi <br /> Museum of Natural History - 2.5 km / 1.6 mi <br /> </p><p>The preferred airport for Boutiquehotel Stadthalle is Vienna International Airport (VIE) - 23.5 km / 14.6 mi </p>,"<p>HeadLine : In Vienna (Rudolfsheim-F�nfhaus)</p><p>Location : With a stay at Boutiquehotel Stadthalle, you ll be centrally located in Vienna, a 5-minute drive from Sch�nbrunn Palace and 5 minutes from Vienna Christmas Market.  This hotel is 2.6 mi (4.2 km) from Hofburg Imperial Palace and 3 mi (4.7 km) from Vienna State Opera.</p><p>Rooms : Make yourself at home in one of the 79 individually decorated guestrooms. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with bathtubs or showers feature hair dryers and toothbrushes and toothpaste. Conveniences include phones, as well as safes and desks.</p><p>Dining : Wrap up your day with a drink at the bar/lounge. Buffet breakfasts are served on weekdays from 6:30 AM to 10:00 AM and on weekends from 7:00 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards, debit cards, mobile payments, and cash</li><li>Mobile payment options include: Apple Pay</li><li>This property uses solar energy, plus a grey water recycling system and eco-friendly cleaning products</li><li>Safety features at this property include a fire extinguisher, a smoke detector, and a first aid kit</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",43-1-982427256,Gift shops or newsstand Renewable energy source - solar Proposal/romance packages available Grey water recycling system Eco-friendly cleaning products used Number of meeting rooms - 1 Free WiFi Number of bars/lounges - 1 In-room accessibility (in select rooms) Bicycle rentals nearby Wheelchair accessible parking Roll-in shower (in select rooms) Tours/ticket assistance Accessible bathroom (in select rooms) Eco-friendly toiletries Recycling LED light bulbs Living plant wall Wheelchair-accessible lounge Wheelchair-accessible on-site restaurant Multilingual staff Handrails in stairways Water dispenser Breakfast available (surcharge) Wheelchair-accessible meeting spaces/business center elevator Books Wheelchair accessible (may have limitations) Food and water bowls Wheelchair-accessible path to elevator Wheelchair-accessible registration desk Wheelchair-accessible public washroom Well-lit path to entrance Garden Stair-free path to entrance Free newspapers in lobby Shopping mall on site Art gallery on site Designer stores on site Luggage storage Coin laundry on site 24-hour front desk Safe-deposit box at front desk Smoke-free property Self parking (surcharge) Terrace Wheelchair accessible path of travel Concierge services,48.199184|16.333679,43-1-9824272,1150,http://www.hotelstadthalle.at/
AT,Austria,140888,VIE,Vienna,1055558,Hotel Pension Adria,3,Wickenburggasse 23 Ecke Alserstrasse 111080 Vienna ,,"Hotel Pension Adria enjoys a central location just a 5-minute walk away from Viennas Town Hall, Vienna University and the Schottentor Underground Station. It offers en-suite rooms with cable TV. Free WiFi is available in all areas and some rooms also feature a small fridge.

Right opposite Pension Adria you can find the Altes AKH University Campus with its quiet park and several restaurants. Other cafes offering breakfast are in the immediate vicinity of the property. On request, coffee and tea are offered.

From the Schottentor stop of the U2 underground line, you can quickly reach the Hofburg Palace, the Vienna State Opera and the most important museums.",4314083906,Free self parking Restaurant Non-smoking rooms Ironing service Internet access Elevator/lift Express check-in Free valet parking Cycling Heating Fax/photocopying Tours/ticket assistance Luggage storage Free WiFi Free WiFi Designated smoking areas Snack bar/deli Private check-in/check-out Daily housekeeping Parking onsite Street parking,48.21452|16.35375,4314020238,1080,https://www.booking.com/hotel/at/pension-adria-wien1.html
AT,Austria,140888,VIE,Vienna,1718961,niu Franz,3,Dresdner Str. 111 1200 Wien ,,"Located in Vienna, 2.6 km from Vienna Prater, the niu Franz provides accommodation with a shared lounge, private parking and a bar. Featuring a garden, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The property is non-smoking and is set 3.5 km from Messe Wien.

All units at the hotel are equipped with a flat-screen TV and a safety deposit box. At the niu Franz every room is fitted with bed linen and towels.

Guests at the accommodation can enjoy a buffet breakfast.

Languages spoken at the reception include German and English.

St. Stephens Cathedral is 4.1 km from the niu Franz, while Austria Center Vienna is 4.1 km away. The nearest airport is Vienna International Airport, 20 km from the hotel. Please note that children up to 12 are charged half of the regular breakfast rate (7.75�). Children aged 12 and above receive the full price (15.50�).",,invoice provided property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay delivered food is securely covered guest accommodation is disinfected between stays physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed Parking Pets allowed Bar 24-hour front desk Garden Non-smoking rooms Facilities for disabled guests internet services lift Safety Deposit Box Soundproof rooms Heating Luggage storage wifi Allergy-free room Free WiFi Non-smoking throughout Air conditioning Snack Bar Private check-in/check-out Special diet menus (on request) vending machine (drinks) vending machine (snacks) shared lounge/TV area parking on site Private parking wifi available in all areas board games/puzzles Kid-friendly buffet Wine/champagne Key card access Security alarm Smoke alarms CCTV in common areas Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines,48.23117|16.38648,,1200,https://www.booking.com/hotel/at/niu-franz.html
AT,Austria,140888,VIE,Vienna,5013097,Yeshello Central Station Studio,5,"Hebbelgasse 2 10. Favoriten,  Vienna, Austria ",,"Within 2.9 km of Vienna Main Railway Station and 3.7 km of Belvedere Palace, Yeshello Central Station Studio features free WiFi and a terrace. This apartment offers accommodation with a balcony.

Offering 1 bedroom, this air-conditioned apartment features 1 bathroom with a shower, a bath and a hairdryer. There is a seating area, a dining area and a kitchen complete with a fridge, a dishwasher and an oven.

Museum of Military History is 3.7 km from the apartment, while Karlskirche is 4.7 km from the property. The nearest airport is Vienna International Airport, 17 km from Yeshello Central Station Studio. This property will not accommodate hen, stag or similar parties.
A damage deposit of EUR 100 is required on arrival. This will be collected as a cash payment. You should be reimbursed on check-out. Your deposit will be refunded in full in cash, subject to an inspection of the property.",,first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed property is cleaned by professional cleaning companies guests have the option to cancel any cleaning services for their accommodation during their stay face masks for guests available Parking Terrace Family rooms internet services lift express check-in/check-out Heating wifi Free WiFi Non-smoking throughout Air conditioning Smoke alarms Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation sealed after cleaning staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas,48.16546|16.38145,,1100,https://www.booking.com/hotel/at/yeshello-central-station-studio.html
AT,Austria,141910,V�C,V�cklabruck,1865110,Altstadt Liebling,5,Stadtplatz 25 4840 V�cklabruck ,,"Altstadt Liebling has a shared lounge, terrace, a restaurant and bar in V�cklabruck. The property is situated 34 km from Ried Exhibition Centre, 36 km from Wels Exhibition Centre and 40 km from Zoo Schmiding. The accommodation features a 24-hour front desk, airport transfers, room service and free WiFi throughout the property.

The rooms are fitted with air conditioning, a flat-screen TV with cable channels, a fridge, a kettle, a shower, a hairdryer and a desk. Rooms include a private bathroom, while certain rooms have a kitchen with an oven. At the hotel each room is fitted with bed linen and towels.

Altstadt Liebling offers a continental or vegetarian breakfast.

Bildungshaus Schloss Puchberg is 41 km from the accommodation, while Basilica of St. Michael, Mondsee is 44 km from the property. The nearest airport is Linz Airport, 54 km from Altstadt Liebling.",,Parking Restaurant Pets allowed Room service Bar 24-hour front desk Terrace Non-smoking rooms Airport shuttle dry cleaning Ironing service internet services express check-in/check-out Valet parking Soundproof rooms Heating Luggage storage wifi Free WiFi Non-smoking throughout designated smoking area ATM/cash machine on site Sun terrace Private check-in/check-out shuttle service (additional charge) airport shuttle (additional charge) shared lounge/TV area minimarket on site Daily housekeeping wifi available in all areas Wine/champagne Fruits airport pick up airport drop off coffee house on site Outdoor furniture Shuttle service Key access Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers,48.00787|13.65467,,4840,https://www.booking.com/hotel/at/altstadt-liebling-vocklabruck1.html
AT,Austria,142368,VOL,Volders,1314818,Landgasthof Jagerwirt,5,Bundesstra�e 15 6111 Volders ,,"Accessibly designed Jagerwirt is a typical Tyrolean guesthouse in the village of Volders with a long tradition for over 500 years. It offers free parking and a rich breakfast buffet. Free WiFi is available.

All spacious en-suite rooms provide satellite TV and a desk. Most rooms also have a balcony. Several rooms also have special wheelchair accessible bathrooms with bath lifts. The final cleaning fee and the city tax are already included in the room rates.

The Jagerwirt restaurant serves excellent Tyrolean and international cuisine, accompanied by fine wines from the propertys own wine cellar.

Guests can use the spa area at the Alpenrelax Krepperh�tte, including a Finnish sauna, an infrared cabin, a steam bath, a relaxation room and an outdoor Kneipp basin, which is a 15-minute drive away and situated at 1352 metres above sea level.

In winter, guests can go skiing at one of the various ski areas nearby. Sledges can also be rented free of charge. An ice skating rink is 1.5 km away. Several hiking and cross-country skiing trails can be reached within 4 km.

The city of Innsbruck is only 10 km away. Crystal World of Swarovski in Wattens can be reached within 2 km. A golf course is 8 km from the Jagerwirt.",4.35225E+12,Parking Restaurant Pets allowed Room service meeting/banquet facilities Bar Garden Terrace Non-smoking rooms Airport shuttle Business centre Facilities for disabled guests Skiing Family rooms breakfast in the room Free parking internet services lift express check-in/check-out Safety Deposit Box Massage Hiking Packed lunches Car hire Cycling Heating Fax/photocopying Luggage storage wifi Ski storage Free WiFi Non-smoking throughout designated smoking area ATM/cash machine on site Ski pass vendor Special diet menus (on request) airport shuttle (additional charge) parking on site wifi available in all areas Kid meals Kid-friendly buffet secured parking Street parking Accessible parking Wine/champagne Fruits airport pick up airport drop off Back massage Neck massage Foot massage Full body massage Key access Smoke alarms Fire extinguishers bicycle rental use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines physical distancing in dining areas staff follow all safety protocols as directed by local authorities hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed invoice provided guests have the option to cancel any cleaning services for their accommodation during their stay,47.28782|11.56731,(43) 522452591,6111,https://www.booking.com/hotel/at/landgasthof-jagerwirt.html
AT,Austria,148651,WEN,Wenns,1103895,Haus Deutschmann,5,Schweizerhof 953 6473 Wenns ,,"Offering a barbecue and panoramic views of the mountain and views of the Hochzeiger Ski Area, Haus Deutschmann is located 4 km from the centre of Wenns in the Tyrol Region. Free parking, free WiFi and a free ski depot at the Hochzeiger Ski Area, located a 20-minute drive away, are offered.

The apartments feature a balcony, satellite TV, a well-equipped kitchenette and a private bathroom. Other facilities at the property include a garden with a lawn. The childrens entertainment is ensured by the propertys playground.

On request, fresh bread rolls can be delivered to the Deutschmann Haus every morning.

The Pitztal Glacier is 33.6 km away, while the Area 47 Adventure Park is within 23.9 km of the property. The nearest airport is Innsbruck Airport, 65.8 km from the property. Please inform Haus Deutschmann in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
This property will not accommodate hen, stag or similar parties.
Managed by a private host",,Public transport tickets Outdoor furniture Parking Garden Non-smoking rooms Fishing Skiing Free parking internet services Safety Deposit Box children's playground Table tennis Hiking BBQ facilities Heating Horse riding wifi Ski storage Free WiFi Non-smoking throughout parking on site Private parking wifi available in all areas kids' outdoor play equipment,47.14339|10.70816,43541486906,6473,http://www.pitztal.com/de/unterkuenfte/az/sid/1924
AT,Austria,148651,WEN,Wenns,1104447,Apartment Schwemberger,5,Farmie 464 6473 Wenns ,,"Schwemberger is situated in Wenns. Guests staying at this apartment have access to free WiFi and a fully equipped kitchen.

The apartment has 2 bedrooms and 1 bathroom with a shower. A TV is available.

Skiing can be enjoyed nearby.

The nearest airport is Innsbruck Airport, 65 km from the apartment. Please note that the full amount of the reservation is due before arrival. Belvilla will send a confirmation with detailed payment information. After full payment is taken, the propertys details, including the address and where to collect keys, will be emailed to you.
Please notice that there are possible extra charges regarding Gas, Electricity and Heating.
There are some facilities on the property that might require extra costs.
A security deposit might be required prior arrival.
You will receive the Belvilla voucher by e-mail after full payment is taken. Please print this voucher and bring it with you on the day of arrival.
Please note that the full amount of the reservation is due before arrival. Belvilla will send a confirmation with detailed payment information. After full payment is taken, the propertys details, including the address and where to pick up the keys, will be sent to you by email.",,Free self parking Skiing Internet access Free WiFi Free WiFi Non-smoking throughout,47.16868|10.7266,,6473,https://www.booking.com/hotel/at/schwemberger.html
AT,Austria,143835,ZEL,Zellberg,6128729,Enticing Apartment in Zellberg With Fireplace,3,Zellberg 104  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Freizeitpark Zell - 0.6 km / 0.4 mi <br /> Strasser House Museum - 2.3 km / 1.4 mi <br /> Rosenalm Cable Car - 2.5 km / 1.6 mi <br /> Sommerwelt Hippach - 4 km / 2.5 mi <br /> Zillertal Dairy - 7.7 km / 4.8 mi <br /> Hauptstra�e - 8.2 km / 5.1 mi <br /> Congress Zillertal - Europahaus Mayrhofen - 8.4 km / 5.2 mi <br /> Erlebnisbad Mayrhofen - 8.9 km / 5.6 mi <br /> Penkenbahn Gondola - 9.1 km / 5.6 mi <br /> Ahorn Ski Area - 9.3 km / 5.8 mi <br /> Hochzillertal Cable Car - 10.3 km / 6.4 mi <br /> High Alps Nature Park Zillertal Alps - 11.3 km / 7 mi <br /> Zillertaler High Road - 12.8 km / 8 mi <br /> Golfplatz Zillertal - Uderns - 12.9 km / 8 mi <br /> Finkenberger Alm I Cable Car - 13 km / 8 mi <br /> </p><p>The nearest major airport is Kranebitten Airport (INN) - 68.7 km / 42.7 mi</p>,"<p>HeadLine : Near Freizeitpark Zell</p><p>Location : With a stay at this apartment in Zellberg, you ll be within a 5-minute drive of Freizeitpark Zell and Strasser House Museum.  This apartment is 1.6 mi (2.5 km) from Rosenalm Cable Car and 2.7 mi (4.3 km) from Sommerwelt Hippach.</p><p>Rooms : Make yourself comfortable in this apartment, which features a fireplace. Conveniences include a refrigerator and a coffee/tea maker.</p><p>CheckIn Instructions : Extra-person charges may apply and vary depending on property policy Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed No onsite parking is available This property accepts credit cards; cash is not accepted</p><p>Special Instructions : </p>",,Smoke-free property,47.23222|11.873328,4.10443E+11,6277,
AT,Austria,143354,ZEL,Zeltweg,1233640,Hotel Steirerschl�ssl,5,Hauptstra�e 100 8740 Zeltweg ,,"In a renovated Art Nouveau building, Hotel Steirerschl�ssl is located in the centre of Zeltweg, 6 km from the Red Bull Ring. It offers free WiFi, the Caf� Wasserturm, and a restaurant serving Austrian and international cuisine and fine wines.

The spacious  wine cellar features a wide selection of wines and hosts exclusive wine tastings.

The spacious, air-conditioned rooms are elegantly furnished and feature wooden floors, a flat-screen satellite TV, a minibar, and a bathroom. Some units are located in the annex 50 metres away.

Guests of the Steirerschl�ssl can relax in front of the open fireplace in the library, in the cigar lounge featuring elegant British club furniture, and on the terrace. Free private parking is available on site.

Free of charge, guests can use the thermal bath Fohnsdorf 7,5 km away Please inform Hotel Steirerschl�ssl in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property currently isnt accepting guests from certain countries, during dates where such guidelines exist.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property can only accept bookings from essential workers/permitted travellers, during dates where such guidelines exist. Reasonable evidence must be provided on arrival. If it isnt provided, your booking will be cancelled on arrival.
As a result of Coronavirus (COVID-19), this property has temporarily suspended its shuttle services.
Due to Coronavirus (COVID-19), this property has reduced reception and service operating hours.
Spa and gym facilities at this property are unavailable due to Coronavirus (COVID-19).
Due to Coronavirus (COVID-19), this property adheres to strict physical distancing measures.
Due to Coronavirus (COVID-19), please ensure that you are only booking this property following the local government guidelines of the destination, including but not limited to the purpose of travel, and maximum allowed group size.
Due to Coronavirus (COVID-19), wearing a face mask is mandatory in all indoor common areas.
It is not possible to stay at this property for Coronavirus (COVID-19) quarantine purposes.
Please note that the restaurant is closed on Sundays at noon and on public holidays.",4.33577E+14,Parking Restaurant Pets allowed Room service meeting/banquet facilities Bar 24-hour front desk Golf course (within 3 km) Garden lift Terrace Safety Deposit Box Non-smoking rooms Hiking Airport shuttle Packed lunches Fishing Cycling Laundry Tour desk dry cleaning Heating Facilities for disabled guests Skiing breakfast in the room Ironing service Free parking internet services hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed mobile app for room service screens or physical barriers placed between staff and guests in appropriate areas all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay Fax/photocopying Horse riding Luggage storage wifi Allergy-free room Free WiFi Non-smoking throughout Air conditioning designated smoking area Sun terrace concierge service Special diet menus (on request) Trouser press Hot spring bath airport shuttle (additional charge) shared lounge/TV area minimarket on site Daily housekeeping parking on site Private parking wifi available in all areas board games/puzzles Kid meals electric vehicle charging station Accessible parking Wine/champagne Fruits airport pick up airport drop off Pet basket Pet bowls Outdoor furniture Key card access Security alarm Smoke alarms Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays physical distancing in dining areas staff follow all safety protocols as directed by local authorities,47.19079|14.74732,43-357-7226011160,8740,https://www.booking.com/hotel/at/steirerschloessl.html
AT,Austria,148811,ZIL,Zillertal,5569414,Kapfing,5,123 Main St  ,,,,,47.32271|11.86384,,6271,
AT,Austria,148811,ZIL,Zillertal,5592725,Haus Tyrol,5,Gerlos 302  ,,"A 5-minute walk from Gerlos village centre, Haus Tirol is right next to the Isskogel Cable Car and the Zillertal Arena Ski Area. The apartments all have a balcony with mountain views.

Each of the spacious, rustically furnished apartments features a kitchen, a living room with satellite TV, and a bathroom. On request, fresh bread rolls can be delivered on site.

Haus Tirol�s garden includes barbecue facilities and deck chairs. A ski storage room and free private parking are available on site. A cross-country ski run is right outside.

The owner runs the Zwergerlwasser adventure park for children, located at a mountain hut a 5-minute drive away. Guests can also book reduced courses at the propertys Wintersportschule Gerlos Ski and Snowboard School. A deposit via bank wire is required to secure your reservation when booking without a credit card. Haus Tirol will contact you with instructions after booking.",,Family rooms Hiking Heating wifi Pets allowed Ski-to-door access Free parking BBQ facilities Ski storage On-site parking Skiing Parking invoice provided Garden Private parking Free WiFi Cycling internet services wifi available in all areas,47.22929|12.05157,05358 2468,6281,https://www.booking.com/hotel/at/haus-tirol-gerlos.html
